Time,S1_SumDelay,S1_TailSumDelay,S2_SumDelay,S2_TailSumDelay,S1_Throughput,S1_Queue,S2_Throughput,S2_Queue,Seed
0,0.0,0.0,0.0,0.0,0,1,0,1,0
1,0.0,0.0,0.0,0.0,0,2,0,2,0
2,0.0,0.0,0.0,0.0,0,3,0,3,0
3,0.0,0.0,0.0,0.0,0,4,0,4,0
4,0.0,0.0,0.0,0.0,0,4,0,4,0
5,0.0,0.0,0.0,0.0,0,5,0,5,0
6,0.0,0.0,0.0,0.0,0,6,0,6,0
7,0.0,0.0,0.0,0.0,0,7,0,7,0
8,0.0,0.0,0.0,0.0,0,8,0,8,0
9,0.0,0.0,0.0,0.0,0,9,0,9,0
10,0.0,0.0,0.0,0.0,0,10,0,10,0
11,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,11,1,11,0
12,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,12,1,12,0
13,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,13,1,13,0
14,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,14,1,14,0
15,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,15,1,15,0
16,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,16,1,16,0
17,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,17,1,17,0
18,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,18,1,17,0
19,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,19,1,17,0
20,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,18,1,16,0
21,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,19,1,16,0
22,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,18,1,16,0
23,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,17,1,17,0
24,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,17,1,18,0
25,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,17,1,17,0
26,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,17,1,17,0
27,0.1292921297588094,0.1292921297588094,0.1292921297588094,0.1292921297588094,1,17,1,17,0
28,0.1292921297588094,0.1292921297588094,4.056774014958435,3.927481885199626,1,14,2,15,0
